,id,kjkrfgld,bpowgknt,raksnhjf,vwpsxrgk,omtioxzz,yfmzwkru,tiwrsloh,weioazcf,poor
4323,71156,KfoTG,hMHca,DtMvg,ARuYG,3.0,-4.0,3.0,10.5,False
2599,15323,ljBjd,zPfZR,DtMvg,IJnCs,21.0,-4.0,-3.0,-4.5,False
2268,62768,qzGkS,zPfZR,DtMvg,NdlDR,12.0,-3.0,-17.0,-39.5,False
7782,34327,KfoTG,THHLT,zeYAm,esAQH,3.0,,-3.0,-4.5,True
5706,52437,Lsuai,hMHca,rXCdD,qNABl,,-4.0,-5.0,-9.5,False
1208,76130,Lsuai,zPfZR,qTmDg,hmAUm,12.0,-4.0,-1.0,0.5,False
4404,79199,ljBjd,,rXCdD,AjMVN,21.0,-2.0,-3.0,-4.5,False
4654,88946,qzGkS,THHLT,DtMvg,ZCIYy,21.0,-2.0,-19.0,-44.5,True
7190,93108,qzGkS,zPfZR,TKfyw,VJaVA,21.0,-3.0,-11.0,-24.5,True
2823,89433,KfoTG,THHLT,DtMvg,lwCkE,30.0,-4.0,-9.0,-19.5,True
1537,92896,KfoTG,mDadf,zeYAm,xzgJe,12.0,-4.0,-5.0,-9.5,True
8068,30456,KfoTG,THHLT,DtMvg,NdlDR,12.0,-3.0,-1.0,0.5,False
1787,22172,qzGkS,mDadf,DtMvg,BidgV,12.0,-4.0,-3.0,-4.5,True
7238,19741,qzGkS,THHLT,DtMvg,xzgJe,12.0,-2.0,1.0,5.5,False
2629,37697,KfoTG,THHLT,DtMvg,ZCIYy,3.0,-2.0,-1.0,0.5,False
4550,32002,KfoTG,mDadf,TKfyw,yygvO,30.0,-1.0,,0.5,False
4341,84448,KfoTG,zPfZR,rXCdD,IDkCg,3.0,-4.0,3.0,10.5,False
4026,27183,KfoTG,mDadf,zeYAm,xzgJe,12.0,-4.0,-9.0,-19.5,True
6990,75855,Lsuai,THHLT,zeYAm,xzgJe,21.0,-4.0,-3.0,-4.5,True
4759,71825,qzGkS,zPfZR,qTmDg,shPwO,12.0,-3.0,,-4.5,True
6506,16584,Lsuai,THHLT,DtMvg,esAQH,12.0,-4.0,-7.0,-14.5,True
4886,58773,qzGkS,zPfZR,DtMvg,NdlDR,30.0,-3.0,-13.0,-29.5,True
4985,11516,qzGkS,mDadf,rXCdD,vVbnO,30.0,-3.0,-11.0,-24.5,True
5152,57751,ljBjd,mDadf,zeYAm,ZlqSm,12.0,-4.0,-1.0,0.5,True
3807,97234,qzGkS,THHLT,DtMvg,yKWYC,12.0,-3.0,3.0,10.5,False
2785,64000,,THHLT,DtMvg,shPwO,30.0,-3.0,-5.0,-9.5,False
778,7679,qzGkS,THHLT,rXCdD,QRKWz,30.0,-4.0,-9.0,-19.5,True
7443,1306,Lsuai,THHLT,DtMvg,SaVqO,12.0,-3.0,-3.0,-4.5,False
7386,68701,KfoTG,THHLT,qTmDg,XAmOF,12.0,-3.0,,10.5,False
5091,50472,qzGkS,hMHca,rXCdD,vVbnO,21.0,-2.0,1.0,5.5,False
5926,27826,qzGkS,THHLT,zeYAm,vVbnO,21.0,-3.0,-3.0,-4.5,False
4774,40114,ljBjd,THHLT,DtMvg,yKWYC,12.0,-2.0,-11.0,-24.5,True
6629,6175,Lsuai,mDadf,zeYAm,xzgJe,12.0,-4.0,-3.0,-4.5,False
7687,6243,KfoTG,mDadf,DtMvg,esAQH,12.0,-3.0,-7.0,-14.5,True
3312,60766,ljBjd,THHLT,DtMvg,esAQH,12.0,-3.0,-9.0,-19.5,True
642,72906,ljBjd,THHLT,TKfyw,puHHm,21.0,-4.0,-3.0,-4.5,False
7212,58168,qzGkS,mDadf,DtMvg,qcizG,,-3.0,-5.0,-9.5,True
518,80842,qzGkS,THHLT,DtMvg,NdlDR,3.0,-3.0,1.0,5.5,False
7050,99872,,THHLT,DtMvg,esAQH,12.0,-4.0,-1.0,0.5,True
1150,13949,Lsuai,THHLT,TKfyw,qXvRS,3.0,-3.0,-1.0,0.5,False
6563,22949,qzGkS,mDadf,DtMvg,yygvO,12.0,-3.0,-7.0,-14.5,True
5582,68029,Lsuai,THHLT,DtMvg,RpXJc,3.0,-2.0,3.0,10.5,False
3815,95506,KfoTG,zPfZR,TKfyw,hmAUm,30.0,-3.0,-9.0,-19.5,True
6907,60518,qzGkS,THHLT,qTmDg,shPwO,21.0,-3.0,3.0,10.5,False
6131,50018,qzGkS,THHLT,rXCdD,QRKWz,30.0,-3.0,-5.0,-9.5,True
4236,88677,qzGkS,zPfZR,DtMvg,mIqzL,21.0,-3.0,-3.0,-4.5,False
2135,73564,KfoTG,WXYiE,DtMvg,ARuYG,3.0,-2.0,1.0,5.5,False
5821,87233,Lsuai,THHLT,rXCdD,QRKWz,12.0,-4.0,-9.0,-19.5,False
1914,26471,Lsuai,mDadf,DtMvg,XHmQd,3.0,-4.0,1.0,5.5,True
4639,33317,Lsuai,zPfZR,DtMvg,NdlDR,12.0,-3.0,-1.0,,False
678,55651,KfoTG,zPfZR,DtMvg,RpXJc,12.0,-4.0,-1.0,0.5,False
4517,79205,GVYCk,THHLT,TKfyw,tXtkv,12.0,-3.0,-3.0,-4.5,True
2394,87459,UhSVl,mDadf,zeYAm,ZlqSm,12.0,-3.0,-3.0,-4.5,True
7780,46118,KfoTG,WXYiE,zeYAm,esAQH,12.0,-3.0,-7.0,-14.5,True
2130,31761,Lsuai,zPfZR,TKfyw,puHHm,12.0,-4.0,-1.0,0.5,False
2710,65244,tnDpM,THHLT,qTmDg,XHmQd,12.0,-4.0,1.0,5.5,False
12,65242,Lsuai,THHLT,rXCdD,VJaVA,30.0,-1.0,-7.0,-14.5,True
2707,42142,qzGkS,zPfZR,DtMvg,puHHm,12.0,-4.0,-3.0,-4.5,True
3386,8229,Lsuai,THHLT,rXCdD,qNABl,48.0,-3.0,1.0,,False
5657,62148,KfoTG,,rXCdD,SaVqO,39.0,-1.0,-5.0,-9.5,True
4733,99709,KfoTG,THHLT,TKfyw,mIqzL,12.0,-2.0,-5.0,-9.5,False
2013,98247,Lsuai,THHLT,zeYAm,,12.0,-3.0,-3.0,-4.5,True
7628,71415,qzGkS,DnomH,DtMvg,yKWYC,39.0,-2.0,-7.0,-14.5,True
6337,94879,KfoTG,zPfZR,DtMvg,XHmQd,12.0,-3.0,-5.0,-9.5,False
2666,91609,tnDpM,THHLT,qTmDg,XHmQd,21.0,-3.0,-13.0,-29.5,True
1563,68598,,zPfZR,DtMvg,XAmOF,3.0,-2.0,1.0,5.5,False
7373,44020,KfoTG,zPfZR,qTmDg,,3.0,-3.0,-9.0,-19.5,True
369,97374,qzGkS,THHLT,DtMvg,lwCkE,3.0,-3.0,-5.0,-9.5,True
4921,7648,KfoTG,zPfZR,DtMvg,tXtkv,3.0,-4.0,-9.0,-19.5,True
1106,38844,KfoTG,mDadf,qTmDg,yygvO,21.0,-3.0,-5.0,-9.5,True
7620,13824,qzGkS,THHLT,DtMvg,qcizG,3.0,-2.0,-11.0,-24.5,True
7654,4698,qzGkS,DnomH,zeYAm,yKWYC,12.0,-4.0,-1.0,0.5,True
855,59385,KfoTG,THHLT,DtMvg,XHmQd,30.0,-2.0,-3.0,-4.5,False
7390,5547,ljBjd,,DtMvg,lwCkE,12.0,-1.0,-3.0,-4.5,True
7448,44726,KfoTG,mDadf,DtMvg,lwCkE,3.0,-3.0,-1.0,0.5,True
6612,5861,Lsuai,hMHca,rXCdD,QRKWz,30.0,-1.0,,5.5,False
5434,8256,KfoTG,WXYiE,zeYAm,ZCIYy,12.0,-3.0,-7.0,-14.5,True
5284,49708,Lsuai,zPfZR,DtMvg,XAmOF,21.0,-2.0,-1.0,0.5,False
1956,27262,qzGkS,zPfZR,qTmDg,mIqzL,21.0,-4.0,-19.0,-44.5,True
1862,64704,KfoTG,THHLT,DtMvg,esAQH,12.0,-3.0,,-19.5,False
5591,6579,KfoTG,hMHca,,RpXJc,21.0,-3.0,-3.0,-4.5,False
4228,32405,KfoTG,THHLT,DtMvg,mIqzL,3.0,-3.0,1.0,5.5,False
3934,64530,AfgYR,,qTmDg,mIqzL,3.0,,-3.0,-4.5,False
6182,68121,KfoTG,THHLT,DtMvg,puHHm,21.0,-3.0,-11.0,-24.5,True
7153,4775,KfoTG,zPfZR,DtMvg,DBUky,30.0,-4.0,-15.0,-34.5,True
117,22037,KfoTG,THHLT,DtMvg,VJaVA,12.0,-2.0,-3.0,-4.5,True
5584,13573,Lsuai,THHLT,qTmDg,hmAUm,30.0,-3.0,-3.0,-4.5,False
956,62168,qzGkS,mDadf,TKfyw,SaVqO,12.0,-4.0,1.0,5.5,True
1687,17037,UhSVl,THHLT,rXCdD,AjMVN,21.0,-2.0,-1.0,0.5,False
15,46879,KfoTG,mDadf,TKfyw,VJaVA,12.0,-2.0,-1.0,0.5,False
2682,37311,Lsuai,THHLT,TKfyw,lwCkE,12.0,-3.0,-9.0,-19.5,True
6596,33935,qzGkS,zPfZR,DtMvg,IDkCg,12.0,-4.0,-1.0,0.5,True
5976,86753,KfoTG,THHLT,DtMvg,VJaVA,12.0,-2.0,-3.0,-4.5,True
6568,11185,qzGkS,THHLT,DtMvg,lwCkE,12.0,-3.0,-5.0,-9.5,True
7639,80508,ljBjd,DnomH,DtMvg,XAmOF,30.0,-3.0,-1.0,0.5,False
1485,20032,KfoTG,zPfZR,qTmDg,tXtkv,3.0,-3.0,-3.0,-4.5,True
5801,84171,ljBjd,THHLT,DtMvg,yygvO,21.0,-2.0,-19.0,-44.5,True
3744,43535,qzGkS,THHLT,qTmDg,xzgJe,21.0,-4.0,-5.0,-9.5,True
7760,20781,KfoTG,THHLT,zeYAm,esAQH,3.0,-4.0,-3.0,-4.5,True
3906,47245,qzGkS,THHLT,DtMvg,sPNOc,12.0,-1.0,-3.0,-4.5,False
2898,83712,AfgYR,mDadf,rXCdD,qNABl,21.0,-2.0,-1.0,,False
1634,31836,KfoTG,mDadf,DtMvg,DBUky,12.0,-2.0,-5.0,-9.5,True
7155,57608,KfoTG,THHLT,TKfyw,IJnCs,21.0,-3.0,-9.0,-19.5,True
6089,41127,ljBjd,THHLT,DtMvg,esAQH,12.0,-3.0,-5.0,-9.5,False
8058,56458,Lsuai,THHLT,DtMvg,NdlDR,12.0,-3.0,-5.0,-9.5,False
265,85258,KfoTG,zPfZR,DtMvg,DBUky,21.0,-4.0,-1.0,0.5,False
559,64283,GVYCk,zPfZR,qTmDg,SaVqO,12.0,-4.0,1.0,5.5,False
6812,2897,qzGkS,hMHca,DtMvg,,57.0,-2.0,-15.0,-34.5,False
5866,47482,Lsuai,THHLT,zeYAm,xzgJe,3.0,-4.0,-5.0,-9.5,False
5342,63927,ljBjd,THHLT,DtMvg,qcizG,3.0,-3.0,,0.5,False
5228,29465,GVYCk,THHLT,TKfyw,qNABl,12.0,-2.0,-3.0,-4.5,False
3229,11834,qzGkS,zPfZR,DtMvg,qXvRS,3.0,-3.0,1.0,5.5,False
6514,40980,Lsuai,THHLT,DtMvg,shPwO,39.0,-2.0,1.0,5.5,False
6171,73232,ljBjd,zPfZR,DtMvg,AjMVN,21.0,-2.0,-1.0,0.5,False
4315,40899,Lsuai,zPfZR,zeYAm,NdlDR,21.0,,-11.0,-24.5,True
1378,78025,KfoTG,THHLT,DtMvg,SaVqO,21.0,-3.0,-5.0,-9.5,False
7983,99141,qzGkS,THHLT,qTmDg,qNABl,21.0,-2.0,-5.0,-9.5,False
5742,41501,GVYCk,zPfZR,zeYAm,ZlqSm,12.0,-4.0,-1.0,0.5,True
4738,41571,KfoTG,mDadf,rXCdD,AjMVN,3.0,-3.0,1.0,5.5,False
5927,49757,ljBjd,THHLT,DtMvg,XHmQd,21.0,-2.0,-7.0,-14.5,False
4489,29346,qzGkS,THHLT,DtMvg,AjMVN,39.0,-3.0,-9.0,-19.5,False
8010,41464,Lsuai,zPfZR,rXCdD,NdlDR,12.0,-3.0,-9.0,-19.5,False
2329,80847,qzGkS,THHLT,rXCdD,AjMVN,30.0,-1.0,-7.0,-14.5,False
3631,34296,KfoTG,WXYiE,qTmDg,,3.0,-2.0,-3.0,-4.5,True
4123,70395,KfoTG,mDadf,DtMvg,SaVqO,21.0,-3.0,-11.0,-24.5,True
8037,61404,qzGkS,zPfZR,qTmDg,,12.0,-3.0,-11.0,-24.5,True
2796,5292,KfoTG,mDadf,qTmDg,ZCIYy,12.0,-2.0,-3.0,-4.5,True
5559,92839,KfoTG,zPfZR,DtMvg,ZCIYy,3.0,-4.0,-3.0,-4.5,True
115,78756,Lsuai,zPfZR,rXCdD,VJaVA,3.0,-3.0,-1.0,0.5,True
7796,6637,KfoTG,mDadf,DtMvg,esAQH,12.0,-3.0,-5.0,-9.5,False
6102,62590,KfoTG,hMHca,TKfyw,IJnCs,21.0,-4.0,-1.0,0.5,False
512,72268,qzGkS,THHLT,DtMvg,esAQH,39.0,-1.0,-7.0,-14.5,False
4328,50771,qzGkS,,qTmDg,ARuYG,12.0,-4.0,-7.0,-14.5,True
3773,91337,qzGkS,zPfZR,TKfyw,bUhyU,12.0,-3.0,-5.0,-9.5,True
5840,31277,qzGkS,hMHca,rXCdD,sPNOc,30.0,-1.0,-3.0,-4.5,False
1393,27406,Lsuai,THHLT,DtMvg,XHmQd,3.0,-4.0,-5.0,-9.5,False
888,85367,Lsuai,THHLT,rXCdD,vVbnO,30.0,-2.0,1.0,5.5,False
6675,92520,Lsuai,hMHca,qTmDg,RpXJc,21.0,1.0,-9.0,-19.5,False
5343,90761,qzGkS,mDadf,qTmDg,lwCkE,3.0,-3.0,-3.0,-4.5,True
3098,35508,KfoTG,zPfZR,zeYAm,ZlqSm,21.0,-2.0,-3.0,-4.5,True
4877,32674,qzGkS,THHLT,TKfyw,bUhyU,12.0,-4.0,-7.0,-14.5,True
7512,88666,qzGkS,hMHca,qTmDg,shPwO,39.0,0.0,-7.0,-14.5,False
2832,66173,Lsuai,THHLT,zeYAm,ZlqSm,12.0,-3.0,-3.0,-4.5,True
7029,9910,qzGkS,THHLT,rXCdD,sPNOc,12.0,,-3.0,-4.5,False
7671,78102,KfoTG,mDadf,rXCdD,vVbnO,12.0,-3.0,-3.0,-4.5,True
5642,65641,qzGkS,THHLT,DtMvg,shPwO,21.0,-4.0,-1.0,0.5,False
8136,86745,Lsuai,WXYiE,DtMvg,RpXJc,12.0,-4.0,1.0,5.5,False
6281,35319,qzGkS,,DtMvg,yKWYC,30.0,-3.0,-9.0,-19.5,False
494,91242,qzGkS,THHLT,DtMvg,bUhyU,12.0,-2.0,-7.0,-14.5,True
6185,96439,AfgYR,zPfZR,rXCdD,qNABl,21.0,-4.0,-3.0,-4.5,True
922,57995,KfoTG,THHLT,qTmDg,bUhyU,12.0,-4.0,-1.0,,False
4244,37396,qzGkS,mDadf,DtMvg,ZCIYy,12.0,-1.0,-7.0,-14.5,False
447,8378,KfoTG,THHLT,DtMvg,lwCkE,3.0,-3.0,-7.0,-14.5,True
1902,4047,,THHLT,rXCdD,vVbnO,12.0,-4.0,-1.0,0.5,True
6188,64010,KfoTG,zPfZR,DtMvg,NdlDR,3.0,-3.0,1.0,5.5,False
6323,40605,ljBjd,THHLT,DtMvg,yygvO,30.0,-2.0,-7.0,-14.5,False
7229,16212,Lsuai,THHLT,DtMvg,sPNOc,30.0,-2.0,-5.0,-9.5,False
2122,88753,qzGkS,THHLT,qTmDg,qNABl,30.0,-4.0,-9.0,-19.5,True
1718,23651,tnDpM,THHLT,,xzgJe,30.0,-4.0,-1.0,0.5,False
6412,78556,Lsuai,zPfZR,zeYAm,VJaVA,-6.0,-4.0,3.0,10.5,True
3374,9042,KfoTG,THHLT,DtMvg,yygvO,21.0,-4.0,-1.0,0.5,True
4935,69536,ljBjd,mDadf,DtMvg,ARuYG,39.0,-1.0,-9.0,-19.5,True
4476,52983,qzGkS,THHLT,DtMvg,ARuYG,21.0,-2.0,,-14.5,True
817,39649,Lsuai,THHLT,DtMvg,XHmQd,3.0,-3.0,-3.0,-4.5,True
7056,26566,KfoTG,mDadf,rXCdD,QRKWz,12.0,-3.0,-5.0,-9.5,True
5084,49679,KfoTG,mDadf,TKfyw,xzgJe,12.0,-1.0,-5.0,-9.5,False
7870,18252,KfoTG,DnomH,DtMvg,XAmOF,30.0,-2.0,-7.0,-14.5,True
4815,64322,AfgYR,THHLT,rXCdD,qNABl,48.0,-3.0,-11.0,-24.5,False
5964,72621,KfoTG,mDadf,DtMvg,lwCkE,30.0,-2.0,-11.0,-24.5,True
6452,1775,KfoTG,zPfZR,zeYAm,ZCIYy,3.0,-3.0,3.0,10.5,False
3551,82465,Lsuai,hMHca,DtMvg,qcizG,3.0,-3.0,3.0,10.5,False
7234,11046,qzGkS,mDadf,rXCdD,vVbnO,21.0,-3.0,-5.0,-9.5,True
421,70773,KfoTG,DnomH,TKfyw,XHmQd,21.0,-3.0,-7.0,-14.5,True
1983,7863,qzGkS,zPfZR,DtMvg,DBUky,12.0,-3.0,-9.0,-19.5,True
6197,94529,Lsuai,WXYiE,DtMvg,esAQH,,-2.0,-13.0,-29.5,False
281,32636,KfoTG,THHLT,DtMvg,IJnCs,21.0,-3.0,,0.5,False
282,60062,Lsuai,mDadf,DtMvg,ZCIYy,12.0,-2.0,-7.0,-14.5,True
7447,88122,KfoTG,zPfZR,DtMvg,yygvO,3.0,-4.0,3.0,10.5,False
2936,61076,KfoTG,zPfZR,DtMvg,DBUky,12.0,-3.0,1.0,5.5,False
6661,39579,qzGkS,THHLT,DtMvg,BidgV,21.0,-2.0,-1.0,0.5,False
6943,12131,Lsuai,THHLT,TKfyw,ZlqSm,30.0,-2.0,-7.0,-14.5,False
4830,31589,Lsuai,THHLT,DtMvg,XHmQd,21.0,-1.0,-7.0,-14.5,False
564,70774,KfoTG,THHLT,qTmDg,IJnCs,30.0,-2.0,-7.0,-14.5,False
8074,32304,qzGkS,THHLT,DtMvg,sPNOc,30.0,-2.0,-5.0,-9.5,True
2337,39659,KfoTG,mDadf,DtMvg,lwCkE,12.0,-3.0,-3.0,-4.5,True
5298,85289,,THHLT,qTmDg,shPwO,30.0,-3.0,-11.0,-24.5,False
4008,83922,KfoTG,DnomH,TKfyw,bUhyU,3.0,-4.0,3.0,10.5,True
3607,43242,qzGkS,mDadf,zeYAm,BidgV,3.0,-4.0,-3.0,-4.5,True
7508,64672,Lsuai,THHLT,DtMvg,RpXJc,30.0,-3.0,1.0,5.5,False
4322,99410,qzGkS,THHLT,DtMvg,qXvRS,12.0,-3.0,-9.0,-19.5,False
6008,47292,,THHLT,qTmDg,RpXJc,39.0,-1.0,-7.0,-14.5,False
4945,26603,tnDpM,zPfZR,TKfyw,VJaVA,12.0,-4.0,-1.0,0.5,True
2262,38538,Lsuai,mDadf,qTmDg,RpXJc,30.0,-3.0,-5.0,-9.5,False
3399,64087,qzGkS,WXYiE,rXCdD,AjMVN,30.0,-3.0,-9.0,-19.5,True
1331,18671,KfoTG,zPfZR,TKfyw,qNABl,12.0,-4.0,-1.0,0.5,False
1182,13046,qzGkS,THHLT,rXCdD,vVbnO,21.0,-4.0,-3.0,-4.5,False
3590,98715,Lsuai,hMHca,DtMvg,sPNOc,12.0,-2.0,-5.0,-9.5,False
7822,14759,KfoTG,THHLT,,xzgJe,30.0,-3.0,-3.0,-4.5,False
2331,12742,,THHLT,rXCdD,,12.0,-3.0,-9.0,-19.5,False
825,81823,qzGkS,mDadf,TKfyw,VJaVA,3.0,-3.0,1.0,5.5,False
3258,10650,ljBjd,mDadf,TKfyw,bUhyU,12.0,-3.0,-1.0,0.5,False
3188,72684,KfoTG,mDadf,DtMvg,lwCkE,12.0,-4.0,-9.0,-19.5,True
5447,40508,qzGkS,mDadf,DtMvg,BidgV,12.0,-3.0,-7.0,-14.5,True
3970,53330,KfoTG,mDadf,zeYAm,xzgJe,21.0,-2.0,-5.0,-9.5,False
7193,78538,ljBjd,THHLT,TKfyw,ARuYG,12.0,-2.0,-3.0,-4.5,True
4908,90465,qzGkS,THHLT,DtMvg,qXvRS,12.0,-2.0,-7.0,-14.5,False
3704,66916,KfoTG,mDadf,DtMvg,XHmQd,12.0,-4.0,-13.0,-29.5,True
7347,44171,ljBjd,mDadf,DtMvg,ARuYG,21.0,-4.0,-11.0,-24.5,True
2757,20819,qzGkS,THHLT,zeYAm,BidgV,3.0,-3.0,1.0,5.5,False
3569,33648,qzGkS,mDadf,DtMvg,qXvRS,21.0,-3.0,-7.0,-14.5,True
1114,2296,Lsuai,hMHca,DtMvg,RpXJc,12.0,,-13.0,-29.5,False
7343,12989,KfoTG,THHLT,DtMvg,mIqzL,3.0,-3.0,-1.0,,False
1859,60904,Lsuai,THHLT,DtMvg,XAmOF,21.0,-3.0,-7.0,-14.5,False
8062,87992,KfoTG,THHLT,TKfyw,IJnCs,48.0,-3.0,-11.0,-24.5,False
4394,67145,ljBjd,mDadf,DtMvg,VJaVA,12.0,-4.0,1.0,5.5,False
4820,62044,KfoTG,zPfZR,TKfyw,ZCIYy,12.0,-3.0,-5.0,-9.5,True
2506,45318,,mDadf,qTmDg,VJaVA,30.0,-3.0,-1.0,0.5,True
656,84197,KfoTG,mDadf,rXCdD,qNABl,12.0,-4.0,-3.0,-4.5,False
6936,28816,GVYCk,mDadf,rXCdD,vVbnO,12.0,-2.0,-3.0,-4.5,True
696,17907,KfoTG,THHLT,rXCdD,XHmQd,21.0,-2.0,-3.0,-4.5,True
226,24603,KfoTG,zPfZR,DtMvg,lwCkE,3.0,-3.0,-3.0,-4.5,False
7320,74878,ljBjd,THHLT,DtMvg,AjMVN,12.0,-2.0,-3.0,-4.5,False
5263,15086,ljBjd,mDadf,TKfyw,yKWYC,21.0,-3.0,-15.0,-34.5,True
5365,22685,qzGkS,THHLT,qTmDg,shPwO,12.0,-2.0,-7.0,-14.5,False
7859,19092,UhSVl,THHLT,DtMvg,bUhyU,30.0,-3.0,-9.0,-19.5,True
1056,72720,tnDpM,hMHca,qTmDg,NdlDR,12.0,-4.0,-1.0,0.5,True
4679,69353,Lsuai,THHLT,rXCdD,QRKWz,39.0,-1.0,-11.0,-24.5,False
4511,14065,qzGkS,THHLT,qTmDg,ARuYG,30.0,-3.0,-9.0,-19.5,False
4653,42596,KfoTG,THHLT,TKfyw,ZlqSm,39.0,-2.0,-15.0,-34.5,False
2259,75290,Lsuai,mDadf,DtMvg,DBUky,21.0,-4.0,-5.0,-9.5,True
6778,21803,qzGkS,THHLT,rXCdD,sPNOc,21.0,-2.0,1.0,5.5,False
7676,24736,ljBjd,mDadf,TKfyw,hmAUm,21.0,-4.0,-7.0,-14.5,True
7377,56157,KfoTG,mDadf,DtMvg,lwCkE,12.0,-4.0,-3.0,-4.5,True
7718,90290,Lsuai,mDadf,qTmDg,SaVqO,21.0,-2.0,-9.0,-19.5,True
1383,49855,qzGkS,mDadf,DtMvg,yygvO,21.0,-4.0,-5.0,-9.5,True
2884,37281,Lsuai,THHLT,DtMvg,esAQH,12.0,-2.0,,-29.5,False
5560,19634,KfoTG,THHLT,rXCdD,AjMVN,30.0,-3.0,-3.0,-4.5,False
915,52227,qzGkS,,DtMvg,mIqzL,3.0,-3.0,-1.0,0.5,False
8196,19571,KfoTG,THHLT,DtMvg,mIqzL,12.0,-3.0,-3.0,-4.5,False
7049,43278,qzGkS,THHLT,DtMvg,qXvRS,30.0,-3.0,-9.0,-19.5,False
2180,89664,KfoTG,mDadf,DtMvg,XAmOF,30.0,-3.0,-11.0,-24.5,True
5355,64631,Lsuai,hMHca,DtMvg,,39.0,0.0,,5.5,False
292,23310,GVYCk,THHLT,rXCdD,vVbnO,39.0,-3.0,-7.0,-14.5,False
1120,5774,Lsuai,zPfZR,rXCdD,IJnCs,12.0,-4.0,-9.0,-19.5,True
6887,48498,qzGkS,mDadf,DtMvg,shPwO,3.0,-3.0,-3.0,-4.5,False
1247,90161,KfoTG,THHLT,zeYAm,yKWYC,30.0,-3.0,-5.0,-9.5,True
4011,71179,qzGkS,DnomH,DtMvg,yKWYC,12.0,-4.0,-1.0,0.5,True
3647,16782,GVYCk,mDadf,rXCdD,vVbnO,3.0,-3.0,3.0,10.5,False
7967,39576,Lsuai,THHLT,qTmDg,esAQH,12.0,-3.0,-7.0,-14.5,True
4215,30204,Lsuai,THHLT,DtMvg,RpXJc,12.0,-2.0,3.0,10.5,False
4600,62903,tnDpM,zPfZR,DtMvg,puHHm,12.0,-4.0,3.0,10.5,False
7928,5420,qzGkS,mDadf,qTmDg,lwCkE,3.0,-4.0,-7.0,-14.5,True
3100,75667,ljBjd,THHLT,DtMvg,lwCkE,21.0,-3.0,-9.0,-19.5,True
1500,14393,KfoTG,mDadf,DtMvg,ARuYG,3.0,-3.0,-3.0,-4.5,False
2766,11140,ljBjd,THHLT,qTmDg,bUhyU,39.0,-4.0,1.0,5.5,False
6527,56528,qzGkS,mDadf,rXCdD,AjMVN,3.0,-1.0,1.0,5.5,False
6224,34470,Lsuai,THHLT,qTmDg,BidgV,3.0,-4.0,-13.0,-29.5,True
3628,40106,qzGkS,mDadf,rXCdD,vVbnO,12.0,-3.0,-3.0,-4.5,True
7245,50689,Lsuai,THHLT,DtMvg,yygvO,30.0,-4.0,,-24.5,False
5225,87397,GVYCk,,DtMvg,esAQH,3.0,-3.0,3.0,10.5,True
643,21132,Lsuai,WXYiE,DtMvg,qXvRS,21.0,-2.0,-3.0,-4.5,False
7717,71652,KfoTG,THHLT,qTmDg,qcizG,3.0,-4.0,1.0,5.5,False
4965,26013,ljBjd,zPfZR,rXCdD,IJnCs,12.0,-3.0,-1.0,,False
294,5042,tnDpM,WXYiE,qTmDg,XHmQd,21.0,-4.0,-5.0,-9.5,False
3581,33842,Lsuai,mDadf,DtMvg,qXvRS,3.0,-3.0,-3.0,-4.5,False
7290,58809,Lsuai,mDadf,qTmDg,xzgJe,30.0,-3.0,-1.0,0.5,True
6510,96060,qzGkS,mDadf,rXCdD,vVbnO,12.0,-2.0,-5.0,-9.5,True
2298,16800,Lsuai,WXYiE,zeYAm,VJaVA,12.0,-2.0,-3.0,-4.5,False
1792,59372,KfoTG,THHLT,,IJnCs,12.0,-4.0,1.0,5.5,False
7704,86228,GVYCk,THHLT,DtMvg,hmAUm,12.0,-2.0,-1.0,0.5,False
2208,81318,KfoTG,mDadf,rXCdD,vVbnO,30.0,-4.0,-11.0,-24.5,True
6884,52664,UhSVl,THHLT,rXCdD,AjMVN,48.0,-1.0,-1.0,0.5,False
4269,59973,qzGkS,THHLT,rXCdD,sPNOc,21.0,-3.0,-7.0,-14.5,False
2714,2068,qzGkS,mDadf,qTmDg,xzgJe,21.0,-4.0,-1.0,0.5,True
3553,74543,Lsuai,THHLT,DtMvg,NdlDR,30.0,-3.0,-9.0,-19.5,True
465,36742,ljBjd,THHLT,DtMvg,XHmQd,12.0,-2.0,-1.0,0.5,False
4710,93519,Lsuai,zPfZR,rXCdD,qNABl,21.0,-4.0,-1.0,0.5,False
986,8507,Lsuai,THHLT,DtMvg,qcizG,3.0,-4.0,-3.0,-4.5,False
5990,79601,KfoTG,zPfZR,qTmDg,bUhyU,3.0,-3.0,3.0,10.5,False
2368,52567,Lsuai,mDadf,qTmDg,ARuYG,21.0,-3.0,-7.0,-14.5,True
1297,41871,KfoTG,zPfZR,rXCdD,,21.0,-4.0,-3.0,-4.5,True
6043,10764,qzGkS,THHLT,rXCdD,sPNOc,12.0,-3.0,1.0,5.5,False
934,66332,qzGkS,THHLT,DtMvg,DBUky,3.0,-2.0,-1.0,0.5,False
6650,6623,GVYCk,THHLT,rXCdD,vVbnO,3.0,-3.0,-1.0,0.5,True
7085,26349,KfoTG,zPfZR,zeYAm,ZCIYy,12.0,-3.0,1.0,5.5,False
1451,69372,Lsuai,,DtMvg,NdlDR,21.0,-2.0,-9.0,-19.5,False
